Name,Age,MP,ThreePoints,AST,FG,FT,TOV,DRB,FGA,TRB,ORB,FTA,STL,BLK,PF,PointsPerGame,Salary,Season
Derrick White,23,8.2,0.5,0.5,0.9,0.8,0.4,1.2,1.9,1.5,0.3,1.2,0.2,0.2,0.5,3.2,1404600.0,NBA_2018
Jimmy Butler,28,36.7,1.2,4.9,7.4,6.2,1.8,4.0,15.6,5.3,1.3,7.2,2.0,0.4,1.3,22.2,19301070.0,NBA_2018
Andrew Wiggins,22,36.3,1.4,2.0,6.9,2.5,1.7,3.4,15.9,4.4,1.0,3.8,1.1,0.6,2.0,17.7,7574322.0,NBA_2018
Karl-Anthony Towns,22,35.6,1.5,2.4,7.8,4.2,1.9,9.4,14.3,12.3,2.9,4.9,0.8,1.4,3.5,21.3,6216840.0,NBA_2018
Taj Gibson,32,33.2,0.1,1.2,5.2,1.7,1.1,4.8,9.0,7.1,2.4,2.3,0.8,0.7,2.7,12.2,14000000.0,NBA_2018
Jeff Teague,29,33.0,1.2,7.0,5.1,2.9,2.5,2.6,11.3,3.0,0.3,3.4,1.5,0.3,2.4,14.2,19000000.0,NBA_2018
Jamal Crawford,37,20.7,1.3,2.3,3.9,1.3,1.2,1.0,9.3,1.2,0.3,1.4,0.5,0.1,1.1,10.3,4328000.0,NBA_2018
Nemanja Bjelica,29,20.5,1.1,1.3,2.6,0.5,0.8,3.3,5.5,4.1,0.8,0.7,0.7,0.2,2.1,6.8,3949999.0,NBA_2018
Tyus Jones,21,17.9,0.5,2.8,1.8,0.9,0.7,1.4,4.0,1.6,0.2,1.0,1.2,0.1,1.3,5.1,1471382.0,NBA_2018
Gorgui Dieng,28,16.9,0.2,0.9,2.4,1.0,0.7,3.2,4.9,4.6,1.3,1.3,0.6,0.5,1.9,5.9,14112360.0,NBA_2018
Derrick Rose,29,12.4,0.1,1.2,2.6,0.6,0.8,0.3,6.0,0.7,0.3,0.6,0.4,0.0,0.2,5.8,290951.0,NBA_2018
Shabazz Muhammad,25,9.4,0.1,0.2,1.5,0.7,0.2,0.9,3.8,1.4,0.5,1.0,0.2,0.1,0.7,3.8,1238616.0,NBA_2018
Aaron Brooks,33,5.9,0.3,0.6,0.9,0.3,0.3,0.3,2.2,0.5,0.2,0.3,0.2,0.0,0.9,2.3,1471382.0,NBA_2018
Marcus Georges-Hunt,23,5.3,0.1,0.2,0.5,0.3,0.1,0.2,1.1,0.4,0.2,0.5,0.1,0.0,0.8,1.4,1312611.0,NBA_2018
Justin Patton,20,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2247480.0,NBA_2018
Cole Aldrich,29,2.3,0.0,0.1,0.2,0.1,0.0,0.6,0.7,0.7,0.1,0.3,0.1,0.0,0.5,0.6,7300000.0,NBA_2018
Gary Harris,23,34.4,2.3,2.9,6.6,2.0,1.8,2.1,13.6,2.6,0.6,2.4,1.8,0.2,1.8,17.5,2550055.0,NBA_2018
Will Barton,27,33.1,1.9,4.1,5.7,2.2,1.8,4.2,12.7,5.0,0.9,2.8,1.0,0.6,2.1,15.7,3533333.0,NBA_2018
Wilson Chandler,30,31.7,1.2,2.1,3.8,1.2,1.2,4.0,8.5,5.4,1.4,1.5,0.6,0.5,2.1,10.0,12016854.0,NBA_2018
Jamal Murray,20,31.7,2.0,3.4,5.9,2.8,2.1,2.7,13.1,3.7,1.0,3.1,1.0,0.3,2.1,16.7,3355320.0,NBA_2018
Paul Millsap,32,30.1,1.0,2.8,5.3,2.9,1.9,4.7,11.4,6.4,1.7,4.2,1.0,1.2,2.6,14.6,31269231.0,NBA_2018
Devin Harris,34,19.7,1.3,2.5,2.6,1.8,1.0,1.4,6.3,1.6,0.1,2.1,0.5,0.1,2.0,8.2,4402546.0,NBA_2018
Mason Plumlee,27,19.4,0.0,1.9,3.0,1.1,1.4,3.6,5.0,5.4,1.8,2.4,0.7,1.1,2.5,7.1,14041096.0,NBA_2018
Trey Lyles,22,19.1,1.1,1.2,3.7,1.4,0.8,4.0,7.5,4.8,0.8,2.0,0.4,0.5,1.5,9.9,2441400.0,NBA_2018
Kenneth Faried,28,14.4,0.0,0.6,2.4,1.1,0.7,2.7,4.6,4.8,2.1,1.6,0.4,0.4,1.6,5.9,12921348.0,NBA_2018
Malik Beasley,21,9.4,0.5,0.5,1.2,0.4,0.4,0.9,2.9,1.1,0.2,0.5,0.2,0.1,0.6,3.2,1700640.0,NBA_2018
Richard Jefferson,37,8.2,0.1,0.8,0.6,0.2,0.3,0.8,1.4,0.9,0.1,0.4,0.1,0.1,0.6,1.5,1454756.0,NBA_2018
Darrell Arthur,29,7.4,0.4,0.5,1.2,0.1,0.8,0.6,2.5,0.8,0.2,0.2,0.4,0.2,1.2,2.8,7464912.0,NBA_2018
Tyler Lydon,21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579440.0,NBA_2018
Tobias Harris,25,34.5,2.2,3.1,7.6,2.0,1.7,5.3,16.0,6.0,0.7,2.5,1.2,0.6,2.3,19.3,16000000.0,NBA_2018
Austin Rivers,25,33.7,2.2,4.0,5.6,1.7,1.8,1.9,13.2,2.4,0.4,2.6,1.2,0.3,2.5,15.1,11825000.0,NBA_2018
Lou Williams,31,32.8,2.4,5.3,7.4,5.5,3.0,2.0,16.9,2.5,0.5,6.2,1.1,0.2,1.3,22.6,7000000.0,NBA_2018
Danilo Gallinari,29,32.0,1.7,2.0,4.9,3.9,1.2,4.4,12.2,4.8,0.4,4.1,0.6,0.5,1.4,15.3,20559599.0,NBA_2018
DeAndre Jordan,29,31.5,0.0,1.5,4.8,2.4,1.8,10.9,7.5,15.2,4.3,4.1,0.5,0.9,2.6,12.0,22642350.0,NBA_2018
Patrick Beverley,29,30.4,2.2,2.9,4.4,1.3,2.3,2.6,10.8,4.1,1.5,1.5,1.7,0.5,3.1,12.2,5513514.0,NBA_2018
Avery Bradley,27,27.5,0.2,1.8,4.3,0.3,1.3,3.2,9.2,3.7,0.5,0.3,0.8,0.2,2.0,9.2,8808989.0,NBA_2018
Wesley Johnson,30,20.1,0.8,0.8,2.0,0.6,0.7,2.5,5.0,2.9,0.4,0.8,1.0,0.8,2.0,5.4,5881260.0,NBA_2018
C.J. Williams,27,18.6,0.6,1.1,2.3,0.3,0.5,1.2,5.2,1.5,0.3,0.4,0.8,0.3,1.7,5.5,375000.0,NBA_2018
Montrezl Harrell,24,17.0,0.0,1.0,4.6,1.8,0.9,2.7,7.2,4.0,1.4,2.9,0.5,0.7,1.9,11.0,1471382.0,NBA_2018
Jawun Evans,21,16.2,0.3,2.1,1.9,0.8,0.9,1.6,5.3,1.8,0.2,1.0,0.8,0.1,2.0,4.8,815615.0,NBA_2018
Sindarius Thornwell,23,15.8,0.3,0.9,1.4,0.8,0.7,1.5,3.2,1.9,0.5,1.2,0.7,0.3,1.7,3.9,815615.0,NBA_2018
Sam Dekker,23,12.1,0.1,0.5,1.8,0.5,0.5,1.8,3.5,2.4,0.6,0.8,0.3,0.1,1.0,4.2,1794600.0,NBA_2018
Sean Kilpatrick,28,9.5,0.8,0.8,1.8,0.5,0.3,0.5,4.5,0.5,0.0,0.5,0.0,0.0,0.5,4.8,166258.0,NBA_2018
Lonzo Ball,20,34.2,1.7,7.2,3.9,0.6,2.6,5.6,10.8,6.9,1.3,1.4,1.7,0.8,2.3,10.2,6286560.0,NBA_2018
Brandon Ingram,20,33.5,0.7,3.9,6.1,3.3,2.5,4.4,12.9,5.3,1.0,4.8,0.8,0.7,2.8,16.1,5519400.0,NBA_2018
Kentavious Caldwell-Pope,24,33.2,2.1,2.2,4.6,2.1,1.3,4.4,10.8,5.2,0.8,2.6,1.4,0.2,2.0,13.4,17745894.0,NBA_2018
Andre Ingram,32,32.0,2.5,3.5,4.0,1.5,1.5,2.5,8.5,3.0,0.5,1.5,1.5,1.5,1.5,12.0,13824.0,NBA_2018
Kyle Kuzma,22,31.2,2.1,1.8,6.1,1.9,1.8,5.1,13.5,6.3,1.1,2.7,0.6,0.4,2.1,16.1,1423560.0,NBA_2018
Isaiah Thomas,28,26.8,1.9,5.0,5.1,3.4,3.2,1.5,13.4,2.1,0.6,3.7,0.4,0.1,1.9,15.6,6261395.0,NBA_2018
Julius Randle,23,26.7,0.1,2.6,6.1,3.7,2.6,5.8,11.0,8.0,2.2,5.2,0.5,0.5,3.3,16.1,4149242.0,NBA_2018
Brook Lopez,29,23.4,1.5,1.7,5.0,1.5,1.3,3.0,10.7,4.0,1.0,2.1,0.4,1.3,2.6,13.0,22642350.0,NBA_2018
Josh Hart,22,23.2,1.2,1.3,2.8,1.0,0.7,3.5,6.0,4.2,0.7,1.5,0.7,0.3,1.7,7.9,1394520.0,NBA_2018
Channing Frye,34,16.7,1.0,1.1,2.2,0.3,0.4,2.6,4.8,2.8,0.2,0.4,0.1,0.1,1.7,5.8,7420912.0,NBA_2018
Travis Wear,27,13.4,1.0,0.4,1.5,0.5,0.4,2.2,4.2,2.2,0.0,0.5,0.2,0.3,1.8,4.4,296636.0,NBA_2018
Luol Deng,32,13.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17190000.0,NBA_2018
Corey Brewer,31,12.9,0.1,0.8,1.4,0.6,0.7,1.3,3.2,1.7,0.4,0.9,0.8,0.1,1.5,3.7,6879366.0,NBA_2018
Tyler Ennis,23,12.6,0.3,1.9,1.7,0.4,0.7,1.4,4.1,1.8,0.4,0.5,0.6,0.2,1.4,4.1,1524305.0,NBA_2018
Ivica Zubac,20,9.5,0.0,0.6,1.4,0.9,0.6,1.8,2.8,2.9,1.0,1.2,0.2,0.3,1.1,3.7,1312611.0,NBA_2018
Andrew Bogut,33,9.0,0.0,0.6,0.7,0.1,0.8,2.2,1.0,3.3,1.1,0.1,0.2,0.5,1.7,1.5,1105123.0,NBA_2018
Vander Blue,25,9.0,0.0,0.6,0.2,0.2,0.6,0.2,1.0,0.2,0.0,0.4,0.2,0.0,0.4,0.6,50000.0,NBA_2018
Nigel Hayes,23,5.5,0.0,1.0,0.5,0.5,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,1.5,46080.0,NBA_2018
Thomas Bryant,20,4.8,0.1,0.4,0.5,0.3,0.1,0.9,1.4,1.1,0.2,0.6,0.1,0.1,0.4,1.5,815615.0,NBA_2018
Derrick Williams,26,4.5,0.0,0.0,0.5,0.0,0.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,83129.0,NBA_2018
Willie Cauley-Stein,24,28.0,0.0,2.4,5.3,2.1,1.5,5.2,10.6,7.0,1.8,3.4,1.1,0.9,2.5,12.8,3704160.0,NBA_2018
De'Aaron Fox,20,27.8,0.6,4.4,4.5,1.9,2.4,2.3,10.9,2.8,0.5,2.7,1.0,0.3,2.2,11.6,4609200.0,NBA_2018
Zach Randolph,36,25.6,0.9,2.2,6.1,1.4,2.0,5.1,12.9,6.7,1.6,1.8,0.7,0.2,2.0,14.5,12307692.0,NBA_2018
Buddy Hield,25,25.3,2.2,1.9,5.2,0.9,1.6,3.2,11.7,3.8,0.7,1.0,1.1,0.3,1.9,13.5,3675480.0,NBA_2018
Garrett Temple,31,24.8,1.4,1.9,3.1,0.9,1.2,2.0,7.3,2.3,0.3,1.2,0.9,0.4,2.1,8.4,8000000.0,NBA_2018
Justin Jackson,22,22.1,0.8,1.1,2.7,0.4,0.6,2.4,6.2,2.8,0.4,0.5,0.4,0.2,1.2,6.7,2365560.0,NBA_2018
Nigel Hayes,23,21.0,0.4,0.8,1.6,0.0,0.2,3.6,5.6,4.4,0.8,0.4,0.4,0.6,1.6,3.6,55296.0,NBA_2018
Kosta Koufos,28,19.6,0.0,1.2,3.1,0.5,0.7,4.5,5.5,6.6,2.1,1.0,0.7,0.5,2.1,6.7,8393000.0,NBA_2018
Frank Mason,23,18.9,0.6,2.8,2.8,1.8,1.3,1.9,7.3,2.5,0.6,2.2,0.7,0.2,1.4,7.9,1184385.0,NBA_2018
Vince Carter,41,17.7,1.0,1.2,2.0,0.5,0.6,2.2,4.9,2.6,0.3,0.6,0.7,0.4,1.7,5.4,8000000.0,NBA_2018
Bruno Caboclo,22,10.0,0.3,0.3,0.9,0.5,0.4,1.4,2.9,2.1,0.7,0.6,0.2,0.4,0.7,2.6,2451225.0,NBA_2018
Georgios Papagiannis,20,7.4,0.0,0.6,1.1,0.0,0.5,1.5,2.6,2.3,0.8,0.0,0.1,0.4,0.8,2.1,2301360.0,NBA_2018
Harrison Barnes,25,34.2,1.5,2.0,7.0,3.4,1.5,5.1,15.7,6.1,1.0,4.1,0.6,0.2,1.2,18.9,23112004.0,NBA_2018
Wesley Matthews,31,33.8,2.4,2.7,4.5,1.3,1.3,2.7,11.1,3.1,0.4,1.6,1.2,0.3,2.2,12.7,17884176.0,NBA_2018
Dennis Smith,20,29.7,1.5,5.2,5.9,1.9,2.8,3.0,14.8,3.8,0.7,2.8,1.0,0.3,2.2,15.2,3218280.0,NBA_2018
Yogi Ferrell,24,27.8,1.6,2.5,3.8,1.0,1.0,2.7,8.9,3.0,0.3,1.3,0.8,0.1,1.9,10.2,1312611.0,NBA_2018
Aaron Harrison,23,25.9,1.0,1.2,2.1,1.4,0.3,2.2,7.7,2.7,0.4,1.9,1.0,0.2,3.0,6.7,174571.0,NBA_2018
Dirk Nowitzki,39,24.7,1.8,1.6,4.5,1.3,0.7,5.4,9.8,5.7,0.3,1.4,0.6,0.6,1.9,12.0,5000000.0,NBA_2018
J.J. Barea,33,23.2,1.7,6.3,4.4,1.2,2.1,2.7,10.0,2.9,0.2,1.5,0.5,0.0,1.2,11.6,3903900.0,NBA_2018
Doug McDermott,26,22.9,1.5,1.1,3.3,0.9,0.8,2.3,6.9,2.5,0.3,1.1,0.3,0.2,1.9,9.0,3294994.0,NBA_2018
Dorian Finney-Smith,24,21.3,1.0,1.2,2.2,0.5,1.0,2.5,5.8,3.6,1.0,0.7,0.5,0.2,2.0,5.9,1312611.0,NBA_2018
Dwight Powell,26,21.2,0.4,1.2,3.2,1.7,0.7,3.9,5.4,5.6,1.7,2.3,0.8,0.4,2.4,8.5,9003125.0,NBA_2018
Maxi Kleber,26,16.8,0.6,0.7,2.1,0.6,0.4,2.3,4.3,3.3,1.0,0.8,0.4,0.7,1.6,5.4,815615.0,NBA_2018
Nerlens Noel,23,15.7,0.0,0.7,1.8,0.7,0.9,4.0,3.5,5.6,1.6,0.9,1.0,0.7,2.0,4.4,4187599.0,NBA_2018
Kyle Collinsworth,26,15.0,0.1,1.8,1.2,0.7,0.8,2.3,3.1,3.3,1.0,1.3,0.5,0.3,1.4,3.2,382464.0,NBA_2018
Salah Mejri,31,12.0,0.0,0.6,1.4,0.6,0.6,2.6,2.2,4.0,1.4,1.1,0.4,1.1,2.0,3.5,1471382.0,NBA_2018
Jameel Warney,24,9.0,0.0,0.0,2.3,1.0,0.3,1.7,4.0,3.0,1.3,1.7,0.0,0.0,0.7,5.7,46080.0,NBA_2018
Scotty Hopson,28,8.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,74159.0,NBA_2018
Jeff Withey,27,4.3,0.2,0.0,0.7,0.1,0.2,1.0,1.8,1.1,0.1,0.2,0.0,0.3,0.3,1.7,1577320.0,NBA_2018
Josh McRoberts,30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6021175.0,NBA_2018
Marc Gasol,33,33.0,1.5,4.2,5.9,3.8,2.7,7.0,14.2,8.1,1.1,4.6,0.7,1.4,2.5,17.2,22642350.0,NBA_2018
Mike Conley,30,31.1,2.0,4.1,5.3,4.4,1.5,2.3,14.0,2.3,0.0,5.5,1.0,0.3,2.0,17.1,28530608.0,NBA_2018
Tyreke Evans,28,30.9,2.2,5.2,7.0,3.2,2.3,4.3,15.6,5.1,0.8,4.0,1.1,0.3,1.8,19.4,3290000.0,NBA_2018
Dillon Brooks,22,28.7,1.1,1.6,4.1,1.5,1.5,2.5,9.4,3.1,0.6,2.0,0.9,0.2,2.8,11.0,815615.0,NBA_2018
JaMychal Green,27,28.0,0.8,1.4,4.1,1.5,1.4,5.8,8.9,8.4,2.7,2.0,0.6,0.5,2.8,10.3,8533333.0,NBA_2018
MarShon Brooks,29,27.6,2.7,3.6,7.3,2.9,2.3,1.9,14.6,3.0,1.1,3.3,1.6,0.4,0.9,20.1,332477.0,NBA_2018
Marquis Teague,24,24.7,0.3,4.3,1.3,0.7,1.0,1.7,5.3,2.0,0.3,1.7,1.3,0.0,1.7,3.7,157945.0,NBA_2018
Briante Weber,25,23.8,0.0,1.8,2.0,0.8,1.6,2.4,4.2,3.4,1.0,1.2,1.6,0.4,2.0,4.8,83129.0,NBA_2018
Andrew Harrison,23,23.7,0.8,3.2,3.2,2.2,1.4,1.9,7.7,2.3,0.4,2.8,0.7,0.5,2.5,9.5,1312611.0,NBA_2018
Xavier Rathan-Mayes,23,23.6,0.2,3.6,2.4,0.8,2.2,1.0,8.4,1.0,0.0,1.8,1.2,0.6,3.6,5.8,46080.0,NBA_2018
Jarell Martin,23,22.8,0.5,1.0,3.0,1.2,1.2,3.0,6.8,4.4,1.3,1.6,0.5,0.7,2.9,7.7,1471382.0,NBA_2018
Mario Chalmers,31,21.5,0.8,3.0,2.5,1.8,1.8,2.2,6.7,2.4,0.2,2.1,1.2,0.2,2.7,7.7,2106407.0,NBA_2018
Wayne Selden,23,19.8,1.4,1.9,3.3,1.3,1.5,1.1,7.7,1.6,0.5,1.7,0.5,0.1,1.7,9.3,1312611.0,NBA_2018
Ben McLemore,24,19.5,1.0,0.9,2.8,0.9,1.1,1.9,6.7,2.5,0.6,1.1,0.7,0.3,2.5,7.5,5200000.0,NBA_2018
Chandler Parsons,29,19.2,1.4,1.9,3.0,0.5,1.0,2.1,6.5,2.5,0.4,0.8,0.5,0.3,1.5,7.9,23112004.0,NBA_2018
Omari Johnson,28,18.8,1.0,1.8,2.3,0.0,0.8,1.8,5.3,2.8,1.0,0.0,0.5,0.0,1.5,5.5,27648.0,NBA_2018
Deyonta Davis,21,15.2,0.0,0.6,2.6,0.6,0.5,2.8,4.3,4.0,1.2,0.9,0.2,0.6,2.0,5.8,1312611.0,NBA_2018
Ivan Rabb,20,14.3,0.0,0.9,2.4,0.8,1.0,2.9,4.2,4.4,1.5,1.0,0.3,0.4,1.5,5.6,950000.0,NBA_2018
Brandan Wright,30,13.6,0.0,0.5,2.1,0.8,0.3,2.3,3.7,3.4,1.2,1.2,0.5,0.9,1.1,5.0,5179760.0,NBA_2018
Brice Johnson,23,6.7,0.0,0.1,1.4,0.1,0.1,1.2,3.4,2.0,0.8,0.3,0.3,0.4,0.7,3.0,1331160.0,NBA_2018
Devin Booker,21,34.5,2.7,4.7,8.4,5.4,3.6,4.0,19.5,4.5,0.5,6.1,0.9,0.3,3.1,24.9,2319360.0,NBA_2018
T.J. Warren,24,33.0,0.3,1.3,8.1,3.0,1.3,3.2,16.4,5.1,1.9,3.9,1.0,0.6,2.3,19.6,3152931.0,NBA_2018
Elfrid Payton,23,29.0,0.3,6.2,4.8,1.9,2.8,4.4,11.0,5.3,0.9,2.8,1.0,0.3,2.6,11.8,3332340.0,NBA_2018
Josh Jackson,20,25.4,0.7,1.5,5.1,2.3,1.9,3.3,12.1,4.6,1.2,3.6,1.0,0.5,2.8,13.1,5090040.0,NBA_2018
Dragan Bender,20,25.2,1.4,1.6,2.3,0.5,1.4,3.9,5.9,4.4,0.5,0.6,0.3,0.6,2.0,6.5,4468800.0,NBA_2018
Tyson Chandler,35,25.0,0.0,1.2,2.6,1.3,1.3,6.2,4.1,9.1,2.9,2.0,0.3,0.6,2.3,6.5,13000000.0,NBA_2018
Tyler Ulis,22,23.4,0.6,4.4,3.0,1.2,1.8,1.5,7.8,1.8,0.3,1.4,1.0,0.1,1.7,7.8,1312611.0,NBA_2018
Greg Monroe,27,23.3,0.0,2.5,4.9,1.6,2.0,5.5,7.8,8.0,2.5,2.3,0.8,0.3,2.0,11.3,16384175.0,NBA_2018
Isaiah Canaan,26,22.0,1.2,4.0,2.7,2.4,1.5,2.0,7.2,2.3,0.3,2.7,0.8,0.1,1.9,9.1,997547.0,NBA_2018
Marquese Chriss,20,21.2,0.8,1.2,2.8,1.3,1.5,4.4,6.6,5.5,1.1,2.2,0.7,1.0,2.8,7.7,3073800.0,NBA_2018
Mike James,27,20.9,0.8,3.8,3.8,2.0,1.5,2.4,9.8,2.8,0.4,2.6,0.8,0.2,1.4,10.4,87552.0,NBA_2018
Troy Daniels,26,20.5,2.3,0.6,2.9,0.7,0.7,1.5,7.3,1.6,0.2,0.8,0.3,0.1,1.7,8.9,3408520.0,NBA_2018
Alex Len,24,20.2,0.0,1.2,3.1,2.3,1.1,5.0,5.5,7.5,2.5,3.3,0.4,0.9,2.3,8.5,4187599.0,NBA_2018
Josh Gray,24,17.2,0.6,2.4,2.2,1.4,1.4,1.6,8.2,2.0,0.4,2.2,1.6,0.4,1.6,6.4,101376.0,NBA_2018
Shaquille Harrison,24,16.7,0.3,2.4,2.6,1.2,1.0,2.3,5.4,2.7,0.4,1.7,1.1,0.3,1.8,6.6,267160.0,NBA_2018
Jared Dudley,32,14.3,0.6,1.6,1.0,0.6,0.6,1.8,2.5,2.0,0.2,0.7,0.5,0.2,1.8,3.2,10000000.0,NBA_2018
Alan Williams,25,14.0,0.0,1.6,1.4,1.2,1.4,3.8,3.6,4.4,0.6,1.8,1.0,0.2,2.6,4.0,6000000.0,NBA_2018
Davon Reed,22,11.5,0.5,0.6,1.0,0.4,0.5,1.8,3.6,1.9,0.1,0.6,0.5,0.1,0.8,3.0,815615.0,NBA_2018
Derrick Jones,20,5.5,0.0,0.5,0.3,0.8,0.2,0.3,0.7,0.7,0.3,1.0,0.2,0.7,0.3,1.5,400458.0,NBA_2018
Isaiah Thomas,27,33.8,3.2,5.9,9.0,7.8,2.8,2.1,19.4,2.7,0.6,8.5,0.9,0.2,2.2,28.9,6587132.0,NBA_2017
Avery Bradley,26,33.4,2.0,2.2,6.5,1.2,1.6,4.9,14.1,6.1,1.2,1.7,1.2,0.2,2.6,16.3,8269663.0,NBA_2017
Jae Crowder,26,32.4,2.2,2.2,4.6,2.4,1.1,5.1,10.0,5.8,0.7,3.0,1.0,0.3,2.2,13.9,6286408.0,NBA_2017
Al Horford,30,32.3,1.3,5.0,5.6,1.6,1.7,5.4,11.8,6.8,1.4,2.0,0.8,1.3,2.0,14.0,26540100.0,NBA_2017
Marcus Smart,22,30.4,1.2,4.6,3.4,2.6,2.0,2.9,9.5,3.9,1.0,3.2,1.6,0.4,2.4,10.6,3578880.0,NBA_2017
Kelly Olynyk,25,20.5,0.9,2.0,3.5,1.2,1.3,3.8,6.8,4.8,1.0,1.6,0.6,0.4,2.8,9.0,3094014.0,NBA_2017
Amir Johnson,29,20.1,0.3,1.8,2.7,0.8,1.0,3.1,4.6,4.6,1.5,1.3,0.6,0.8,2.6,6.5,12000000.0,NBA_2017
Jaylen Brown,20,17.2,0.6,0.8,2.5,1.1,0.9,2.2,5.4,2.8,0.6,1.6,0.4,0.2,1.8,6.6,4743000.0,NBA_2017
Terry Rozier,22,17.1,0.8,1.8,2.0,0.7,0.6,2.5,5.6,3.1,0.5,0.9,0.6,0.1,0.9,5.5,1906440.0,NBA_2017
Jonas Jerebko,29,15.8,0.6,0.9,1.5,0.3,0.5,2.7,3.4,3.5,0.8,0.5,0.3,0.2,1.6,3.8,5000000.0,NBA_2017
Gerald Green,31,11.4,0.8,0.7,2.0,0.7,0.5,1.4,4.9,1.8,0.3,0.9,0.2,0.1,1.0,5.6,1410598.0,NBA_2017
Tyler Zeller,27,10.3,0.0,0.8,1.5,0.4,0.4,1.6,3.1,2.4,0.8,0.8,0.1,0.4,1.2,3.5,8000000.0,NBA_2017
James Young,21,7.6,0.4,0.1,0.9,0.2,0.1,0.7,2.0,0.9,0.2,0.3,0.3,0.1,0.5,2.3,1825200.0,NBA_2017
Jordan Mickey,22,5.6,0.0,0.3,0.6,0.3,0.4,0.8,1.4,1.4,0.5,0.6,0.1,0.2,0.5,1.5,1223653.0,NBA_2017
Demetrius Jackson,22,3.4,0.2,0.6,0.6,0.6,0.0,0.4,0.8,0.8,0.4,1.2,0.0,0.0,0.0,2.0,1450000.0,NBA_2017
LeBron James,32,37.8,1.7,8.7,9.9,4.8,4.1,7.3,18.2,8.6,1.3,7.2,1.2,0.6,1.8,26.4,30963450.0,NBA_2017
Kyrie Irving,24,35.1,2.5,5.8,9.3,4.1,2.5,2.5,19.7,3.2,0.7,4.6,1.2,0.3,2.2,25.2,17638063.0,NBA_2017
Kevin Love,28,31.4,2.4,1.9,6.2,4.3,2.0,8.6,14.5,11.1,2.5,4.9,0.9,0.4,2.1,19.0,21165675.0,NBA_2017
Tristan Thompson,25,29.9,0.0,1.0,3.4,1.4,0.8,5.5,5.6,9.2,3.7,2.7,0.5,1.1,2.3,8.1,15330435.0,NBA_2017
J.R. Smith,31,29.0,2.3,1.5,3.0,0.2,0.6,2.3,8.7,2.8,0.4,0.4,1.0,0.3,1.9,8.6,12800000.0,NBA_2017
Iman Shumpert,26,25.5,1.2,1.4,2.6,0.9,1.0,2.4,6.4,2.9,0.5,1.2,0.8,0.4,2.0,7.5,9700000.0,NBA_2017
Kyle Korver,35,24.5,2.8,1.0,3.7,0.4,0.8,2.6,7.7,2.8,0.2,0.4,0.3,0.2,1.7,10.7,5239437.0,NBA_2017
Edy Tavares,24,24.0,0.0,1.0,3.0,0.0,2.0,6.0,4.0,10.0,4.0,1.0,0.0,6.0,3.0,6.0,5145.0,NBA_2017
Richard Jefferson,36,20.4,0.8,1.0,1.9,1.0,0.7,2.2,4.3,2.6,0.4,1.4,0.3,0.1,1.9,5.7,2500000.0,NBA_2017
Deron Williams,32,20.3,0.9,3.6,2.8,0.9,1.7,1.8,6.1,1.9,0.0,1.0,0.3,0.3,1.8,7.5,259626.0,NBA_2017
Channing Frye,33,18.9,1.9,0.6,3.2,0.9,0.7,3.4,7.0,3.9,0.5,1.0,0.4,0.5,1.9,9.1,7806971.0,NBA_2017
Derrick Williams,25,17.1,0.8,0.6,2.2,1.1,0.6,2.2,4.3,2.3,0.1,1.6,0.2,0.1,1.1,6.2,402043.0,NBA_2017
Dahntay Jones,36,12.0,0.0,1.0,3.0,3.0,1.0,1.0,8.0,2.0,1.0,4.0,0.0,0.0,1.0,9.0,24022.0,NBA_2017
Jordan McRae,25,10.4,0.5,0.5,1.6,0.7,0.4,0.9,4.1,1.1,0.2,0.9,0.2,0.2,0.8,4.4,874636.0,NBA_2017
Kay Felder,21,9.2,0.2,1.4,1.5,0.8,0.7,0.9,3.8,1.0,0.1,1.2,0.4,0.2,0.9,4.0,543471.0,NBA_2017
James Jones,36,7.9,0.6,0.3,0.9,0.3,0.2,0.7,1.9,0.8,0.1,0.4,0.1,0.2,0.8,2.8,1551659.0,NBA_2017
Larry Sanders,28,2.6,0.0,0.0,0.2,0.4,0.4,0.2,0.8,0.8,0.6,0.4,0.2,0.2,1.0,0.8,207722.0,NBA_2017
Andrew Bogut,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,242224.0,NBA_2017
Kyle Lowry,30,37.4,3.2,7.0,7.1,5.0,2.9,4.0,15.3,4.8,0.8,6.1,1.5,0.3,2.8,22.4,12000000.0,NBA_2017
DeMar DeRozan,27,35.4,0.4,3.9,9.7,7.4,2.4,4.3,20.9,5.2,0.9,8.7,1.1,0.2,1.8,27.3,26540100.0,NBA_2017
